'flickr', 'using_id', 'img_loc', 'the_image', 'img_width', 'img_height', 'crop_coords', 'do_img_at', 'full_id', 'r_min', 'r_max', 'r_mean', 'r_mode', 'g_min', 'g_max', 'g_mean', 'g_mode', 'b_min', 'b_max', 'b_mean', 'b_mode', 'center_rgb', 'post_num_regions', 'post_top_hsl', 'post_top_count', 'post_2_hsl', 'post_2_count', 'post_3_hsl', 'post_3_count', 'post_4_hsl', 'post_4_count', 'post_5_hsl', 'post_5_count', 'post_6_hsl', 'post_6_count', 'center_hsl', 'full_red_count', 'visib_red_count', 'vivid_red_count', 'full_orange_count', 'visib_orange_count', 'vivid_orange_count', 'full_yellow_count', 'visib_yellow_count', 'vivid_yellow_count', 'full_green_count', 'visib_green_count', 'vivid_green_count', 'full_cyan_count', 'visib_cyan_count', 'vivid_cyan_count', 'full_blue_count', 'visib_blue_count', 'vivid_blue_count', 'full_purple_count', 'visib_purple_count', 'vivid_purple_count', 'full_mag_count', 'visib_mag_count', 'vivid_mag_count', 'vivid_count', 'sat_min_val', 'sat_25_val', 'sat_50_val', 'sat_75_val', 'sat_max_val', 'hue_mean_val', 'sat_mean_val', 'light_mean_val', 'light_max_val', 'light_max_count', 'light_min_val', 'light_min_count', 'light_25_value', 'light_50_value', 'light_75_value', 'gen_bright_count', 'gen_dark_count', 'common_hsl_1_val', 'common_hsl_1_count', 'common_hsl_2_val', 'common_hsl_2_count', 'common_hsl_3_val', 'common_hsl_3_count', 'common_hsl_4_val', 'common_hsl_4_count'
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51278877462,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x214F3B04A50>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698546331.2529156,5127887746200,0.0,255.0,118.33762951033545,103848,0.0,255.0,111.12071461023798,120398,0.0,255.0,121.38600235034926,93032,"(66, 61, 72)",277,"(39.000000000000064, 0.26315789473684187, 0.8509803921568627)",1855729,"(250.43478260869566, 0.20353982300884954, 0.22156862745098038)",378039,"(247.05882352941174, 0.31481481481481477, 0.21176470588235297)",210534,"(53.68421052631581, 0.575757575757576, 0.9352941176470588)",172839,"(249.60000000000002, 0.1773049645390071, 0.27647058823529413)",53328,"(232.94117647058826, 0.3669064748201439, 0.27254901960784317)",19669,"[267.2727272727273, 0.0827067669172932, 0.2607843137254902]",187373,37,4,351362,19,1,698602,2,0,321,0,0,16820,166,0,193579,17193,0,1407230,15002,0,296585,5,0,5,0.0,0.10303030303030304,0.2040816326530612,0.32432432432432423,1.0,177.32296258225085,0.23506658942009337,0.4627017276107161,1.0,19666,0.041176470588235294,53,0.2588235294117647,0.3411764705882353,0.7313725490196079,411303,66291,"(252.00000000000003, 0.30973451327433627, 0.2215686274509804)",17197,"(254.21052631578945, 0.3584905660377359, 0.20784313725490194)",16906,"(252.72727272727272, 0.27731092436974786, 0.23333333333333334)",16633,"(253.125, 0.2580645161290323, 0.2431372549019608)",15613
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52617833408,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x26365E8D0D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698546919.068595,5261783340800,46.0,255.0,170.2554475289804,121947,53.0,255.0,162.14083353678384,144966,0.0,255.0,144.52588639435945,143390,"(199, 197, 179)",76,"(60.0, 0.06358381502890183, 0.6607843137254902)",6942759,"(107.99999999999996, 0.07142857142857147, 0.27450980392156865)",36396,"(44.04255319148936, 0.45631067961165045, 0.596078431372549)",9101,"(31.111111111111104, 0.15606936416184983, 0.6607843137254902)",4964,"(50.76923076923081, 1.0, 0.9745098039215686)",4410,"(97.49999999999987, 0.09523809523809526, 0.8352941176470587)",2676,"[54.00000000000003, 0.15151515151515157, 0.7411764705882353]",8842,484,0,1849138,8148,0,4938237,89983,0,269909,0,0,10843,0,0,119,0,0,287,0,0,513,35,0,0,0.0,0.08108108108108104,0.11382113821138212,0.21848739495798314,1.0,46.70563042162249,0.18213737593561094,0.6181269000904572,0.9980392156862745,10922,0.13725490196078433,1,0.5078431372549019,0.5941176470588235,0.7392156862745098,453011,1,"(32.14285714285713, 0.2456140350877195, 0.7764705882352941)",8038,"(41.99999999999997, 0.11235955056179768, 0.6509803921568628)",5519,"(32.14285714285713, 0.25000000000000017, 0.7803921568627451)",5318,"(34.28571428571427, 0.2456140350877195, 0.7764705882352941)",5089
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52976682172,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x1EA60012710>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698599723.96699,5297668217201,0.0,255.0,160.0049527199044,23685,0.0,255.0,155.54484465111446,22299,0.0,252.0,144.37502597807452,18947,"(208, 207, 198)",6,"(42.85714285714285, 0.29577464788732394, 0.8607843137254902)",407578,"(41.42857142857146, 0.4199999999999999, 0.803921568627451)",352027,"(41.53846153846152, 0.17972350230414746, 0.5745098039215686)",4345,"(36.92307692307692, 0.24223602484472048, 0.6843137254901961)",2473,"(214.28571428571428, 0.08045977011494257, 0.3411764705882353)",2339,"(47.36842105263155, 0.09452736318407969, 0.6058823529411765)",1118,"[54.00000000000002, 0.09615384615384609, 0.7960784313725491]",86695,0,0,4591,0,0,483140,5,0,8680,0,0,62864,0,0,104663,0,0,18329,0,0,918,0,0,0,0.0,0.0198019801980198,0.1111111111111111,0.2435897435897436,1.0,82.132556423047,0.13449313344859484,0.596916063822526,0.9921568627450981,20,0.0,1,0.403921568627451,0.6274509803921569,0.7490196078431373,57351,22,"(0.0, 0.0, 0.3843137254901961)",11384,"(0.0, 0.0, 0.3764705882352941)",10765,"(0.0, 0.0, 0.38823529411764707)",10247,"(0.0, 0.0, 0.37254901960784315)",8971,1
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52976682172,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x1EA60012710>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698599742.9613934,5297668217202,0.0,255.0,119.02264684264208,40041,0.0,255.0,118.60026677458683,39409,0.0,253.0,111.90513742799544,39086,"(87, 85, 82)",124,"(36.0, 0.2197802197802198, 0.6431372549019607)",534040,"(43.99999999999995, 0.06172839506172841, 0.5235294117647059)",38751,"(100.0000000000001, 0.02752293577981655, 0.5725490196078431)",20905,"(177.14285714285717, 0.08786610878661086, 0.5313725490196078)",17692,"(64.99999999999999, 0.09375000000000008, 0.7490196078431373)",15930,"(137.14285714285708, 0.037837837837837854, 0.6372549019607843)",5628,"[35.9999999999999, 0.02958579881656802, 0.3313725490196079]",134944,0,0,11719,1,0,505319,34,0,38791,0,0,84247,48,0,10056,0,0,4103,0,0,4000,0,0,0,0.0,0.02564102564102564,0.039647577092510995,0.08403361344537814,1.0,59.284798911806796,0.06428893044313178,0.45394726443199057,0.9843137254901961,54,0.0,1,0.33529411764705885,0.3803921568627451,0.5627450980392157,13904,157,"(35.9999999999999, 0.02958579881656802, 0.3313725490196079)",25684,"(48.00000000000004, 0.030303030303030287, 0.32352941176470584)",24558,"(36.00000000000007, 0.02890173410404622, 0.3392156862745098)",23870,"(40.00000000000004, 0.03703703703703699, 0.3176470588235294)",20559,2
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52976682172,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x1EA60012710>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698599767.2343707,5297668217203,0.0,255.0,178.05992011861568,31648,0.0,255.0,147.01000527959133,15407,0.0,255.0,136.05240545704785,18403,"(229, 205, 135)",123,"(356.1290322580645, 0.2897196261682243, 0.41960784313725485)",225902,"(59.04761904761905, 0.9692307692307693, 0.8725490196078431)",120243,"(220.00000000000003, 0.06329113924050635, 0.4647058823529412)",108427,"(42.35294117647056, 0.06772908366533868, 0.49215686274509807)",75590,"(229.0909090909091, 0.15639810426540282, 0.5862745098039216)",22094,"(63.75, 0.1666666666666667, 0.8117647058823529)",15207,"[44.68085106382979, 0.6438356164383561, 0.7137254901960784]",252943,201989,3963,33186,3234,0,259337,28295,565,53778,2,0,106657,7,0,41108,3,0,18574,1,0,5310,0,0,4528,0.0,0.05405405405405405,0.1926605504587154,0.6708860759493671,1.0,173.7864676014991,0.352131258121573,0.6117858298434284,0.9882352941176471,4,0.054901960784313725,9,0.4980392156862745,0.6313725490196078,0.7176470588235294,21324,90,"(353.2710280373832, 0.6993464052287581, 0.7)",1660,"(353.20754716981133, 0.6973684210526314, 0.7019607843137254)",1652,"(353.20754716981133, 0.7066666666666664, 0.7058823529411764)",1598,"(353.20754716981133, 0.6883116883116882, 0.6980392156862745)",1573,3
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52976682172,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x1EA60012710>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698599794.9606698,5297668217204,0.0,255.0,152.1494019138756,58919,0.0,255.0,151.49964744396877,71786,43.0,255.0,159.69458196927727,75380,"(101, 95, 96)",76,"(23.07692307692307, 0.1911764705882352, 0.7333333333333334)",383675,"(204.99999999999994, 0.1428571428571427, 0.8352941176470587)",78390,"(230.00000000000003, 0.14285714285714288, 0.6705882352941177)",74642,"(233.33333333333337, 0.23684210526315777, 0.8509803921568627)",50739,"(336.66666666666663, 0.08737864077669899, 0.596078431372549)",32564,"(202.4999999999999, 0.15999999999999984, 0.9019607843137254)",18464,"[350.00000000000006, 0.03061224489795915, 0.38431372549019605]",99291,1150,0,17473,263,0,84037,0,0,12869,0,0,183594,10,0,283495,23,0,57218,1,0,56223,9815,0,0,0.0,0.02197802197802198,0.05102040816326535,0.1534391534391535,1.0,174.34718120240404,0.1421716175202745,0.6053737785217337,1.0,76106,0.09019607843137255,5,0.4,0.5568627450980392,0.7843137254901961,146597,27,"(0.0, 0.0, 1.0)",53636,"(216.0, 0.028571428571428633, 0.3431372549019608)",9725,"(228.00000000000003, 0.02890173410404622, 0.3392156862745098)",8802,"(216.00000000000009, 0.02793296089385473, 0.3509803921568627)",8508,4
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52976682172,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x1EA60012710>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698599818.1245003,5297668217205,0.0,255.0,168.46715307949427,57938,0.0,255.0,160.17893270270767,54858,0.0,255.0,143.93154289415634,50392,"(64, 64, 84)",138,"(0.0, 0.0, 0.9921568627450981)",284218,"(216.00000000000009, 0.02793296089385473, 0.3509803921568627)",104259,"(27.69230769230767, 0.12871287128712866, 0.603921568627451)",61393,"(252.00000000000003, 0.06849315068493156, 0.28627450980392155)",34832,"(180.0, 0.2, 0.9901960784313726)",24954,"(224.44444444444449, 0.10931174089068821, 0.5156862745098039)",21937,"[240.0, 0.13513513513513514, 0.2901960784313725]",154614,78,0,55232,11818,0,275867,128921,2803,7879,0,0,65522,30,0,176864,55,0,73468,2,0,8789,0,0,2803,0.0,0.045454545454545456,0.12820512820512847,0.4974358974358975,1.0,109.84190365215031,0.27188785310686153,0.6123577302987288,1.0,58259,0.0,2,0.43333333333333335,0.6470588235294117,0.7588235294117647,98124,482,"(0.0, 0.0, 1.0)",41714,"(0.0, 0.0, 0.23137254901960785)",8818,"(0.0, 0.0, 0.2196078431372549)",7879,"(0.0, 0.0, 0.23921568627450981)",7801,5
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52976682172,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x1EA60012710>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698599847.9052484,5297668217206,0.0,255.0,167.9192236354834,13989,0.0,255.0,115.72893007815202,18055,0.0,255.0,119.58439097385083,15788,"(213, 99, 111)",124,"(356.47058823529414, 0.29565217391304355, 0.45098039215686275)",350066,"(32.85714285714286, 0.42, 0.607843137254902)",114750,"(230.99999999999997, 0.08695652173913045, 0.4509803921568627)",43716,"(76.36363636363637, 0.048034934497816616, 0.4490196078431372)",25204,"(44.99999999999994, 0.05405405405405405, 0.2901960784313726)",20242,"(16.097560975609746, 0.20398009950248755, 0.6058823529411765)",18235,"[353.6842105263158, 0.5757575757575758, 0.611764705882353]",441998,328727,14800,69328,4937,0,122718,5942,0,17946,0,0,24299,4,0,85036,16,0,23001,4,0,10919,35,17,14817,0.0,0.09890109890109901,0.22857142857142854,0.5801104972375691,1.0,220.96069591380925,0.3330566913778498,0.5536308517081737,1.0,92,0.0,157,0.4666666666666667,0.5882352941176471,0.6568627450980392,5697,5889,"(39.99999999999995, 0.04477611940298513, 0.2627450980392157)",2182,"(40.00000000000004, 0.04347826086956516, 0.2705882352941177)",2090,"(42.857142857142904, 0.05426356589147284, 0.2529411764705882)",1871,"(39.99999999999995, 0.04225352112676061, 0.2784313725490196)",1607,6
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52976682172,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x1EA60012710>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698599879.865084,5297668217207,0.0,255.0,173.96545857988167,127722,0.0,255.0,168.70074224021593,133272,0.0,255.0,175.40249662618083,142029,"(153, 160, 168)",23,"(180.0, 0.6000000000000023, 0.9901960784313726)",374950,"(83.99999999999999, 0.16129032258064457, 0.9392156862745098)",174477,"(210.0, 0.5, 0.9921568627450981)",63305,"(223.44827586206898, 0.2566371681415931, 0.7784313725490196)",47564,"(352.40506329113924, 0.5302013422818793, 0.707843137254902)",30773,"(12.00000000000007, 0.10638297872340427, 0.7235294117647059)",29396,"[212.0, 0.07936507936507936, 0.6294117647058823]",238723,25793,0,16594,1,0,23374,0,0,20466,0,0,189157,0,0,156446,0,0,64085,6,0,61795,7672,0,0,0.0,0.012145748987854208,0.03862660944206007,0.18461538461538454,1.0,168.82165002533822,0.1614834561605989,0.6782223636885463,1.0,138828,0.041176470588235294,2,0.4901960784313726,0.6745098039215687,0.892156862745098,215489,12,"(0.0, 0.0, 1.0)",120831,"(0.0, 0.0, 0.35294117647058826)",6096,"(216.00000000000009, 0.027027027027027004, 0.36274509803921573)",5992,"(224.99999999999983, 0.02197802197802198, 0.35686274509803917)",5893,7
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52976682172,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x1EA60012710>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698599900.928909,5297668217208,0.0,255.0,141.02755547494715,36118,0.0,255.0,137.7512412432837,35384,0.0,255.0,130.21571183507524,31829,"(64, 64, 64)",9,"(120.0, 0.023255813953488372, 0.33725490196078434)",579621,"(60.0, 1.0, 0.9980392156862745)",194595,"(120.0, 0.0120481927710843, 0.8372549019607843)",8282,"(26.666666666666664, 0.11392405063291143, 0.5352941176470588)",3570,"(206.6666666666668, 0.06569343065693428, 0.7313725490196079)",3175,"(220.00000000000006, 0.10112359550561797, 0.8254901960784313)",2339,"[0.0, 0.0, 0.25098039215686274]",227355,0,0,113810,0,0,290738,15445,12,12385,0,0,39462,0,0,76621,0,0,28759,0,0,4832,376,0,12,0.0,0.0,0.045454545454545456,0.1081081081081081,1.0,66.7520688325654,0.12803743490181219,0.5317055006978899,1.0,35951,0.0,58,0.32941176470588235,0.4823529411764706,0.7392156862745098,99672,550,"(0.0, 0.0, 1.0)",24898,"(0.0, 0.0, 0.2196078431372549)",14955,"(0.0, 0.0, 0.20784313725490197)",14034,"(0.0, 0.0, 0.23137254901960785)",13922,8
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52976682172,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x1EA60012710>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698599922.2001188,5297668217209,0.0,255.0,183.95174002856203,16283,0.0,255.0,181.0255541991618,20613,0.0,255.0,167.9036407509065,15825,"(195, 186, 164)",98,"(150.0, 0.16666666666666627, 0.9764705882352941)",432362,"(50.76923076923079, 0.09629629629629616, 0.7352941176470589)",72940,"(203.99999999999991, 0.022624434389140254, 0.43333333333333335)",46286,"(145.00000000000006, 0.05042016806722689, 0.4666666666666667)",31877,"(174.54545454545456, 0.08270676691729315, 0.7392156862745098)",15547,"(60.0, 0.045454545454545484, 0.43137254901960786)",15398,"[42.58064516129031, 0.20529801324503294, 0.7039215686274509]",19989,4273,171,7166,2,0,524944,2673,0,53741,2,0,119451,51,0,38284,0,0,5889,0,0,2190,0,0,171,0.0,0.06382978723404253,0.1586206896551724,0.267857142857143,1.0,85.29879099274933,0.1897229399237821,0.6912428723896724,1.0,7080,0.0,18,0.6294117647058823,0.7156862745098039,0.792156862745098,113081,1462,"(41.66666666666668, 0.25714285714285695, 0.7254901960784313)",2983,"(228.00000000000003, 0.02890173410404622, 0.3392156862745098)",2239,"(40.54054054054057, 0.25170068027210885, 0.7117647058823529)",2148,"(216.00000000000009, 0.02958579881656802, 0.3313725490196079)",2135,9
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52528705528,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA7FD5C710>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599949.695311,5252870552800,0.0,255.0,168.0658827887641,315361,0.0,255.0,154.17435907434535,330014,0.0,255.0,152.07234954833984,249875,"(228, 205, 190)",501,"(60.0, 0.02040816326530604, 0.903921568627451)",4227283,"(11.641791044776113, 0.3145539906103287, 0.5823529411764706)",578757,"(19.32203389830508, 0.27441860465116275, 0.5784313725490196)",474043,"(260.00000000000006, 0.02777777777777781, 0.4235294117647059)",134191,"(209.9999999999999, 0.45454545454545464, 0.9568627450980391)",126435,"(29.999999999999858, 0.035294117647058865, 0.6666666666666667)",123559,"[23.684210526315788, 0.41304347826086957, 0.8196078431372549]",1805336,136546,22,1765650,212784,36,1051761,24043,0,141606,0,0,753484,11562,477,768442,16559,357,358257,1,0,433352,46352,7,899,0.0,0.05306122448979591,0.1284916201117318,0.29756097560975614,1.0,129.46456096967896,0.20143021073909043,0.6236357819800284,1.0,320839,0.0,3,0.4627450980392157,0.6215686274509804,0.7647058823529411,974770,234,"(0.0, 0.0, 1.0)",204171,"(60.0, 1.0, 0.9980392156862745)",19218,"(180.0, 1.0, 0.9980392156862745)",11358,"(60.0, 1.0, 0.996078431372549)",11274,9
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52528705528,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA7FD5C710>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698600185.6987107,5252870552801,70.0,255.0,169.54947264508755,16658,46.0,255.0,168.67115524497325,14028,28.0,255.0,169.3172806151608,13653,"(151, 157, 162)",44,"(90.0, 0.0416666666666665, 0.9058823529411765)",636206,"(16.153846153846168, 0.29545454545454536, 0.8274509803921568)",21247,"(22.500000000000135, 0.1, 0.8431372549019607)",20503,"(0.0, 0.026666666666666766, 0.7058823529411764)",11257,"(24.705882352941195, 0.08292682926829266, 0.5980392156862745)",7831,"(14.75409836065574, 0.42657342657342673, 0.7196078431372549)",7800,"[207.2727272727272, 0.055837563451776595, 0.6137254901960785]",69008,1021,0,115358,10292,1,25077,6,0,83922,0,0,303516,0,0,145406,0,0,21096,0,0,6497,0,0,1,0.0,0.038251366120218594,0.06161137440758292,0.083743842364532,1.0,151.523052219539,0.10130592545761676,0.6651127015465615,1.0,15632,0.22549019607843138,2,0.5352941176470588,0.6529411764705881,0.7901960784313725,124450,0,"(0.0, 0.0, 1.0)",10446,"(120.0, 0.058823529411764476, 0.9)",1931,"(120.0, 0.05660377358490595, 0.896078431372549)",1823,"(120.0, 0.06122448979591812, 0.903921568627451)",1693,1
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52528705528,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA7FD5C710>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698600207.8604503,5252870552802,0.0,255.0,142.66910979602116,10584,0.0,255.0,141.3352946361118,19976,0.0,255.0,149.53678922185847,26674,"(120, 115, 110)",150,"(17.454545454545453, 0.29411764705882354, 0.6333333333333333)",147743,"(210.00000000000009, 0.41666666666666685, 0.9529411764705882)",123247,"(222.3529411764706, 0.08457711442786069, 0.3941176470588235)",66434,"(246.66666666666677, 0.06122448979591844, 0.28823529411764703)",45318,"(240.0, 0.07096774193548389, 0.303921568627451)",27740,"(240.0, 0.021739130434782605, 0.36078431372549025)",27601,"[30.0, 0.04347826086956519, 0.45098039215686275]",122720,4827,0,147201,2364,0,61389,0,0,2786,0,0,107860,11549,477,259129,14115,357,53604,1,0,39511,4396,0,834,0.0,0.051724137931034475,0.10047846889952144,0.22368421052631574,1.0,151.1581139021672,0.18223417741504924,0.5714275680052932,1.0,25644,0.0,1,0.403921568627451,0.5392156862745098,0.711764705882353,87648,104,"(0.0, 0.0, 1.0)",5616,"(180.0, 1.0, 0.996078431372549)",2904,"(180.0, 1.0, 0.9980392156862745)",2328,"(180.0, 1.0, 0.9941176470588236)",2302,2
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52528705528,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA7FD5C710>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698600237.293277,5252870552803,0.0,255.0,141.2024914356898,16078,0.0,239.0,122.26441269594103,24905,0.0,244.0,123.25013625038929,19882,"(148, 110, 102)",77,"(11.641791044776113, 0.3145539906103287, 0.5823529411764706)",334302,"(251.99999999999994, 0.022831050228310484, 0.4294117647058824)",115972,"(38.57142857142861, 0.10447761194029834, 0.7372549019607844)",81214,"(321.8181818181818, 0.6346153846153848, 0.7960784313725491)",40222,"(235.0, 0.061855670103092786, 0.3803921568627451)",13938,"(4.28571428571439, 0.07526881720430109, 0.6352941176470588)",12621,"[10.434782608695652, 0.18400000000000002, 0.4901960784313726]",223204,3003,0,161270,3796,0,114348,842,0,459,0,0,4112,0,0,85628,0,0,79722,0,0,101897,13657,2,2,0.0,0.06849315068493156,0.11627906976744184,0.19327731092436978,1.0,139.45648940361593,0.15357902824587882,0.5109359829263375,0.9313725490196079,35,0.06666666666666667,1,0.3764705882352941,0.47647058823529415,0.6372549019607843,4267,12,"(221.25, 0.08888888888888888, 0.35294117647058826)",3107,"(220.00000000000003, 0.08196721311475412, 0.3588235294117647)",2944,"(221.25, 0.09090909090909091, 0.34509803921568627)",2886,"(221.24999999999994, 0.08602150537634409, 0.36470588235294116)",2697,3
